,0
RAB11FIP4,True
RAB11FIP5,True
RAB12,True
RAB13,True
RAB14,True
RAB15,True
RAB17,True
RAB18,True
RAB19,True
RAB1A,True
RAB1B,True
RAB20,True
RAB21,True
RAB22A,True
RAB23,True
RAB24,True
RAB25,True
RAB26,True
RAB27A,True
RAB27B,True
RAB28,True
RAB2A,True
RAB2B,True
RAB30,True
RAB31,True
RAB32,True
RAB33B,True
RAB34,True
RAB35,True
RAB36,True
RAB37,True
RAB38,True
RAB39A,True
RAB3A,True
RAB3B,True
RAB3C,True
RAB3D,True
RAB3GAP1,True
RAB3GAP2,True
RAB3IL1,True
RAB3IP,True
RAB40B,True
RAB40C,True
RAB42,True
RAB43,True
RAB44,True
RAB4A,True
RAB4B,True
RAB4B-EGLN2,True
RAB5A,True
RAB5B,True
RAB5C,True
RAB6A,True
RAB6B,True
RAB6C,False
RAB7A,True
RAB7L1,True
RAB8A,True
RAB8B,True
RAB9BP1,False
RABAC1,True
RABEP1,True
RABEP2,True
RABEPK,True
RABGAP1,True
RABGAP1L,True
RABGEF1,True
RABGGTA,True
RABGGTB,True
RABIF,True
RABL2A,True
RABL2B,False
RABL3,True
RABL5,True
RABL6,True
RAC1,True
RAC2,True
RAC3,True
RACGAP1,True
RACGAP1P,False
RAD1,True
RAD17,False
RAD18,True
RAD21,True
RAD21-AS1,True
RAD21L1,True
RAD23A,True
RAD23B,True
RAD50,True
RAD51,True
RAD51AP1,True
RAD51AP2,True
RAD51B,True
RAD51C,True
RAD51D,True
RAD51L3-RFFL,True
RAD52,True
RAD54B,True
RAD54L,True
RAD54L2,True
RAD9A,True
RAD9B,True
RADIL,True
RAE1,False
RAET1E,True
RAET1G,True
RAET1K,True
RAET1L,True
RAF1,True
RAG1,True
RAG2,True
RAI1,True
RAI14,True
RALA,True
RALB,True
RALBP1,True
RALGAPA1,True
RALGAPA2,True
RALGAPB,True
RALGDS,True
RALGPS1,True
RALGPS2,True
RALY,True
RALYL,True
RAMP1,True
RAMP2,True
RAMP2-AS1,True
RAMP3,True
RAN,True
RANBP1,True
RANBP10,True
RANBP17,True
RANBP2,True
RANBP3,True
RANBP3L,True
RANBP6,True
RANBP9,True
RANGAP1,True
RANGRF,True
RAP1A,True
RAP1B,True
RAP1GAP,True
RAP1GAP2,False
RAP1GDS1,True
RAP2A,True
RAP2B,True
RAPGEF1,True
RAPGEF2,True
RAPGEF3,True
RAPGEF4,False
RAPGEF4-AS1,True
RAPGEF5,True
RAPGEF6,True
RAPGEFL1,True
RAPH1,True
RAPSN,False
RARA,True
RARB,True
RARG,True
RARRES1,True
RARRES2,True
RARRES3,False
RARS,True
RARS2,True
RASA1,True
RASA2,True
RASA3,True
RASA4,True
RASA4CP,True
RASAL1,True
RASAL2,True
RASAL2-AS1,False
RASAL3,True
RASD1,True
RASD2,True
RASEF,True
RASGEF1A,True
RASGEF1B,True
RASGEF1C,True
RASGRF1,True
RASGRF2,True
RASGRP1,True
RASGRP2,True
RASGRP3,True
RASGRP4,False
RASIP1,True
RASL10A,True
RASL10B,True
RASL11A,True
RASL11B,True
RASL12,True
RASSF1,True
RASSF10,True
RASSF2,True
RASSF3,True
RASSF4,True
RASSF5,True
RASSF6,False
RASSF7,True
RASSF8,True
RASSF9,True
RAVER1,True
RAVER2,True
RAX,True
RAX2,False
RB1,True
RB1CC1,True
RBAK,True
RBBP4,True
RBBP5,True
RBBP6,True
RBBP8,True
RBBP8NL,False
RBBP9,True
RBCK1,True
RBFA,True
RBFOX1,True
RBFOX2,True
RBFOX3,True
RBKS,True
RBL1,True
RBL2,True
RBM11,True
RBM12,True
RBM12B,True
RBM12B-AS1,True
RBM14,True
RBM14-RBM4,True
RBM15,True
RBM15B,True
RBM17,True
RBM18,True
RBM19,True
RBM20,True
RBM22,True
RBM23,True
RBM24,True
RBM25,True
RBM26,True
RBM26-AS1,True
RBM27,True
RBM28,True
RBM33,True
RBM34,True
RBM38,False
RBM39,True
RBM4,True
RBM42,True
RBM43,True
RBM44,True
RBM45,True
RBM46,True
RBM47,True
RBM48,True
RBM4B,True
RBM5,True
RBM6,True
RBM7,True
RBM8A,True
RBMS1,True
RBMS2,True
RBMS3,True
RBMXL1,True
RBMXL2,False
RBP1,True
RBP2,False
RBP3,True
RBP4,True
RBP5,True
RBP7,True
RBPJ,True
RBPJL,True
RBPMS,True
RBPMS2,True
RBX1,True
RC3H1,True
RC3H2,True
RCAN1,True
RCAN2,True
RCAN3,True
RCAN3AS,True
RCBTB1,True
RCBTB2,True
RCC1,True
RCC2,True
RCCD1,True
RCE1,True
RCHY1,True
RCL1,True
RCN1,True
RCN2,True
RCN3,True
RCOR1,True
RCOR2,True
RCOR3,True
RCSD1,True
RCVRN,True
RD3,True
RD3L,False
RDH10,True
RDH11,True
RDH12,True
RDH13,True
RDH14,True
RDH16,True
RDH5,True
RDH8,True
RDM1,True
RDX,True
REC8,True
RECK,True
RECQL,True
RECQL4,True
RECQL5,True
REEP1,True
REEP2,True
REEP3,True
REEP4,True
REEP5,True
REEP6,True
REG1A,False
REG1B,False
REG1P,False
REG3A,False
REG3G,False
REG4,True
REL,True
RELA,True
RELB,True
RELL1,True
RELL2,True
RELN,True
RELT,True
REM1,True
REM2,True
REN,True
REP15,False
REPIN1,True
REPS1,True
RER1,True
RERE,True
REREP3,False
RERG,True
RERGL,False
RESP18,True
REST,True
RET,True
RETN,True
RETNLB,False
RETSAT,True
REV1,True
REV3L,True
REXO1,True
REXO1L1,False
REXO1L2P,False
REXO2,True
REXO4,True
RFC1,True
RFC2,True
RFC3,True
RFC4,True
RFC5,True
RFESD,True
RFFL,True
RFK,True
RFNG,True
RFPL1,False
RFPL2,True
RFPL3,False
RFPL3S,False
RFPL4A,False
RFPL4B,True
RFT1,True
RFTN1,True
RFTN2,True
RFWD2,True
RFWD3,True
RFX1,True
RFX2,True
RFX3,True
RFX4,True
RFX5,True
RFX6,True
RFX7,True
RFX8,True
RFXANK,True
RFXAP,True
RGCC,True
RGL1,True
RGL2,False
RGL3,True
RGL4,False
RGMA,True
RGMB,True
RGP1,True
RGPD1,False
RGPD3,True
RGPD4,False
RGPD5,False
RGPD6,False
RGPD8,True
RGR,False
RGS1,True
RGS10,True
RGS11,True
RGS12,False
RGS13,True
RGS14,True
RGS16,True
RGS17,True
RGS18,True
RGS19,True
RGS2,True
RGS20,True
RGS21,False
RGS22,True
RGS3,True
RGS4,True
RGS5,True
RGS6,True
RGS7,True
RGS7BP,True
RGS8,True
RGS9,True
RGS9BP,True
RGSL1,True
RHAG,False
RHBDD1,True
RHBDD2,True
RHBDD3,True
RHBDF1,True
RHBDF2,True
RHBDL1,True
RHBDL2,True
RHBDL3,True
RHBG,True
RHCE,True
RHCG,True
RHD,True
RHEB,True
RHEBL1,True
RHNO1,True
RHO,True
RHOA,True
RHOB,True
RHOBTB1,True
RHOBTB2,True
RHOBTB3,True
RHOC,True
RHOD,True
RHOF,True
RHOG,True
RHOH,True
RHOJ,True
RHOQ,True
RHOT1,True
RHOT2,True
RHOU,True
RHOV,True
RHPN1,True
RHPN1-AS1,True
RHPN2,True
RIBC2,True
RIC3,False
RIC8A,True
RIC8B,True
RICTOR,True
RIF1,True
RIIAD1,True
RILP,True
RILPL1,True
RILPL2,True
RIMBP2,False
RIMBP3,True
RIMBP3C,False
RIMKLA,True
RIMKLB,True
RIMS1,True
RIMS2,True
RIMS3,True
RIMS4,True
RIN1,True
RIN2,True
RIN3,True
RING1,True
RINL,False
RINT1,True
RIOK1,True
RIOK2,True
RIOK3,True
RIPK1,True
RIPK2,True
RIPK3,True
RIPK4,True
RIPPLY2,True
RIT1,True
RIT2,False
RLBP1,True
RLF,True
RLN1,False
RLN2,False
RLN3,True
RLTPR,True
RMDN1,True
RMDN2,True
RMDN3,True
RMI1,True
RMI2,True
RMND1,True
RMND5A,False
RMND5B,True
RMRP,True
RMST,False
RNA5SP244,True
RNA5SP411,False
RNASE1,False
RNASE10,False
RNASE11,False
RNASE12,False
RNASE13,True
RNASE2,True
RNASE3,False
RNASE4,True
RNASE6,False
RNASE7,True
RNASE8,True
RNASE9,False
RNASEH1,True
RNASEH2A,True
RNASEH2B,False
RNASEH2B-AS1,True
RNASEH2C,True
RNASEK-C17orf49,True
RNASEL,True
RNASET2,True
RND1,True
RND2,True
RND3,True
RNF10,True
RNF103,False
RNF103-CHMP3,False
RNF11,True
RNF111,True
RNF112,True
RNF113B,True
RNF114,True
RNF115,True
RNF121,True
RNF122,True
RNF123,True
RNF125,True
RNF126,True
RNF126P1,True
RNF13,True
RNF130,True
RNF133,True
RNF135,True
RNF138,True
RNF138P1,True
RNF139,True
RNF14,True
RNF141,True
RNF144A,True
RNF144A-AS1,True
RNF144B,True
RNF145,True
RNF146,True
RNF148,True
RNF149,True
RNF150,True
RNF151,True
RNF152,True
RNF157,True
RNF157-AS1,True
RNF165,True
RNF166,True
RNF167,True
RNF168,True
RNF169,True
RNF17,True
RNF170,True
RNF175,True
RNF180,True
RNF181,True
RNF182,True
RNF183,True
RNF185,True
RNF186,True
RNF187,True
RNF19A,True
RNF19B,True
RNF2,True
RNF20,True
RNF207,True
RNF208,True
RNF212,True
RNF213,True
RNF214,True
RNF215,True
RNF216,True
RNF216-IT1,True
RNF216P1,True
RNF217,True
RNF219,True
RNF220,True
RNF222,True
RNF223,True
RNF224,True
RNF24,True
RNF25,False
RNF26,True
RNF31,True
RNF32,True
RNF34,True
RNF38,True
RNF39,True
RNF4,True
RNF40,True
RNF41,True
RNF43,True
RNF44,True
RNF5,True
RNF5P1,True
RNF6,True
RNF7,True
RNF8,True
RNFT1,True
RNFT2,True
RNGTT,True
RNH1,True
RNLS,True
RNMT,True
RNMTL1,False
RNPC3,True
RNPEP,True
RNPEPL1,True
RNPS1,True
RNU11,True
RNU12,True
RNU4ATAC,False
RNU5E-1,True
RNU5F-1,False
RNU6ATAC,True
RNY4,False
RNY5,False
ROBO1,False
ROBO2,True
ROBO3,True
ROBO4,True
ROCK1,True
ROCK1P1,False
ROCK2,True
ROGDI,True
ROM1,True
ROMO1,True
ROPN1,True
ROPN1B,True
ROPN1L,True
ROR1,True
ROR2,True
RORA,True
RORB,True
RORC,True
ROS1,False
RP1,False
RP1L1,True
RP9,True
RP9P,True
RPA1,True
RPA2,True
RPA3,False
RPAIN,True
RPAP1,True
RPAP2,False
RPAP3,True
RPE,True
RPE65,False
RPF1,True
RPF2,True
RPGRIP1,False
RPGRIP1L,True
RPH3A,True
RPH3AL,True
RPIA,True
RPL10A,True
RPL10L,False
RPL11,True
RPL12,True
RPL13,True
RPL13A,True
RPL13AP17,True
RPL13AP20,True
RPL13AP3,False
RPL13AP6,True
RPL13P5,True
RPL14,True
RPL15,True
RPL17,True
RPL17-C18orf32,True
RPL18,True
RPL18A,True
RPL19,True
RPL19P12,True
RPL21,True
RPL21P44,True
RPL22,True
RPL22L1,True
RPL23,True
RPL23A,True
RPL23AP32,True
RPL23AP53,False
RPL23AP64,True
RPL23AP7,True
RPL23AP82,True
RPL23P8,False
RPL24,True
RPL26,True
RPL26L1,True
RPL27,True
RPL27A,True
RPL28,True
RPL29,True
RPL29P2,True
RPL3,True
RPL30,True
RPL31,True
RPL31P11,False
RPL32,True
RPL32P3,True
RPL34,True
RPL34-AS1,True
RPL35,True
RPL35A,False
RPL36,True
RPL36AL,True
RPL37,True
RPL37A,True
RPL38,True
RPL39L,True
RPL3L,True
RPL4,True
RPL41,True
RPL5,True
RPL6,True
RPL7,True
RPL7A,True
RPL7L1,True
RPL8,True
RPL9,True
RPLP0,True
RPLP0P2,True
RPLP1,True
RPLP2,True
RPN1,True
RPN2,True
RPP14,True
RPP21,True
RPP25,True
RPP25L,True
RPP30,True
RPP38,True
RPP40,True
RPPH1,True
RPRD1A,True
RPRD1B,True
RPRD2,True
RPRM,True
RPRML,True
RPS10,True
RPS10-NUDT3,True
RPS10P7,True
RPS11,True
RPS12,True
RPS13,True
RPS14,True
RPS15,True
RPS15A,True
RPS15AP10,True
RPS16,True
RPS16P5,True
RPS17L,False
RPS18,True
RPS19,True
RPS19BP1,True
RPS2,True
RPS20,True
RPS21,True
RPS23,True
RPS24,True
RPS25,True
RPS26,True
RPS27,True
RPS27A,True
RPS27L,True
RPS28,True
RPS29,True
RPS2P32,True
RPS3,True
RPS3A,True
RPS5,True
RPS6,True
RPS6KA1,True
RPS6KA2,True
RPS6KA2-IT1,True
RPS6KA4,True
RPS6KA5,True
RPS6KB1,True
RPS6KB2,True
RPS6KC1,True
RPS6KL1,True
RPS7,True
RPS7P5,True
RPS8,True
RPS9,True
RPSA,True
RPSAP52,True
RPSAP58,True
RPSAP9,True
RPTN,True
RPTOR,True
RPUSD1,True
RPUSD2,True
RPUSD3,True
RPUSD4,True
RQCD1,True
RRAD,True
RRAGA,True
RRAGC,True
RRAGD,True
RRAS,True
RRAS2,False
RRBP1,True
RREB1,True
RRH,True
RRM1,True
RRM2,True
RRM2B,True
RRN3,True
RRN3P1,True
RRN3P2,True
RRN3P3,False
RRNAD1,True
RRP1,True
RRP12,True
RRP15,True
RRP1B,True
RRP36,True
RRP7A,True
RRP7B,True
RRP8,True
RRP9,True
RRS1,True
RSAD1,True
RSAD2,True
RSBN1,True
RSBN1L,True
RSBN1L-AS1,False
RSC1A1,True
RSF1,True
RSG1,True
RSL1D1,True
RSL24D1,True
RSPH1,True
RSPH10B,False
RSPH10B2,False
RSPH3,True
RSPH4A,True
RSPH6A,True
RSPH9,True
RSPO1,True
RSPO2,True
RSPO3,True
RSPO4,True
RSPRY1,True
RSRC1,True
RSRC2,True
RSU1,True
RSU1P2,False
RTBDN,True
RTCA,True
RTDR1,True
RTEL1,True
RTEL1-TNFRSF6B,True
RTF1,True
RTFDC1,True
RTKN,True
RTKN2,True
RTL1,True
RTN1,True
RTN2,True
RTN3,True
RTN4,True
RTN4IP1,True
RTN4R,True
RTN4RL1,True
RTN4RL2,True
RTP1,True
RTP2,True
RTP3,True
RTP4,True
RTTN,True
RUFY1,True
RUFY2,True
RUFY3,True
RUFY4,True
RUNDC1,True
RUNDC3A,True
RUNDC3B,True
RUNX1,True
RUNX1-IT1,True
RUNX1T1,True
RUNX2,True
RUNX3,True
RUSC1,True
RUSC1-AS1,True
RUSC2,True
RUVBL1,True
RUVBL2,True
RWDD1,True
RWDD2A,True
RWDD2B,True
RWDD3,True
RWDD4,True
RXFP1,False
RXFP2,True
RXFP3,True
RXFP4,True
RXRA,True
RXRB,True
RXRG,True
RYBP,True
RYK,True
RYR1,True
RYR2,True
RYR3,True
S100A1,True
S100A10,True
S100A11,True
S100A12,True
S100A13,True
S100A14,True
S100A16,True
S100A2,True
S100A3,True
S100A4,True
S100A5,True
S100A6,True
S100A7,False
S100A7A,False
S100A7L2,False
S100A8,False
S100A9,True
S100B,False
S100P,True
S100PBP,True
S100Z,False
S1PR1,True
S1PR2,True
S1PR3,True
S1PR4,True
S1PR5,True
SAA1,False
SAA2,True
SAA2-SAA4,True
SAA3P,True
SAA4,True
SAAL1,True
SAC3D1,True
SACM1L,True
SACS,True
SAE1,True
SAFB,True
SAFB2,True
SAG,False
SALL1,True
SALL2,False
SALL3,True
SALL4,True
SAMD1,True
SAMD10,True
SAMD11,True
SAMD12,False
SAMD12-AS1,True
SAMD13,True
SAMD14,True
SAMD15,True
SAMD3,True
SAMD4A,True
SAMD4B,True
SAMD5,True
SAMD7,True
SAMD8,True
SAMD9,True
SAMD9L,True
SAMHD1,True
SAMM50,True
SAMSN1,False
SAMSN1-AS1,False
SAP130,True
SAP18,True
SAP25,True
SAP30,True
SAP30BP,True
SAP30L,True
SAPCD2,True
SAR1A,True
SAR1B,True
SARDH,True
SARM1,True
SARNP,True
SARS,True
SARS2,True
SART1,True
SART3,True
SASH1,True
SASS6,True
SAT2,True
SATB1,True
SATB2,True
SATB2-AS1,True
SAV1,True
SAYSD1,True
SBDS,True
SBDSP1,True
SBF1,True
SBF1P1,True
SBF2,True
SBF2-AS1,True
SBK1,True
SBK2,True
SBNO1,False
SBNO2,True
SBSN,True
SBSPON,True
SCAF1,True
SCAF11,True
SCAF4,True
SCAF8,True
SCAI,True
SCAMP1,True
SCAMP2,True
SCAMP3,True
SCAMP4,True
SCAMP5,True
SCAND1,True
SCAND2P,True
SCAND3,False
SCAP,True
SCAPER,False
SCARA3,True
SCARA5,True
SCARB1,True
SCARB2,True
SCARF1,True
SCARF2,True
SCARNA1,True
SCARNA10,True
SCARNA11,True
SCARNA12,True
SCARNA14,True
SCARNA15,False
SCARNA16,True
SCARNA17,True
SCARNA18,True
SCARNA2,True
SCARNA20,True
SCARNA21,True
SCARNA22,True
SCARNA27,True
SCARNA3,True
SCARNA4,True
SCARNA5,True
SCARNA6,True
SCARNA7,True
SCARNA8,True
SCARNA9,True
SCCPDH,True
SCD,True
SCD5,True
SCEL,False
SCFD1,True
SCFD2,True
SCG2,True
SCG3,True
SCG5,True
SCGB1A1,True
SCGB1B2P,False
SCGB1C1,True
SCGB1D1,True
SCGB1D2,True
SCGB1D4,True
SCGB2A1,True
SCGB2A2,False
SCGB2B2,False
SCGB2B3P,False
SCGB3A1,True
SCGB3A2,False
SCGN,True
SCHIP1,False
SCIMP,True
SCIN,True
SCLT1,True
SCLY,True
SCMH1,True
SCML4,True
SCN10A,False
SCN11A,False
SCN1A,False
SCN1B,True
SCN2A,True
SCN2B,True
SCN3A,True
SCN3B,True
SCN4A,True
SCN4B,True
SCN5A,True
SCN7A,False
SCN8A,True
SCN9A,True
SCNM1,True
SCNN1A,False
SCNN1B,False
SCNN1D,True
SCNN1G,True
SCO1,True
SCO2,True
SCOC,True
SCP2,True
SCP2D1,True
SCPEP1,True
SCRG1,True
SCRIB,True
SCRN1,True
SCRN2,True
SCRN3,True
SCRT1,True
SCRT2,True
SCT,True
SCTR,False
SCUBE1,True
SCUBE2,True
SCUBE3,True
SCYL1,True
SCYL2,True
SCYL3,True
SDAD1,True
SDC1,True
SDC2,True
SDC3,True
SDC4,True
SDC4P,True
SDCBP,True
SDCBP2,True
SDCBP2-AS1,True
SDCCAG3,True
SDCCAG8,True
SDE2,True
SDF2,True
SDF2L1,True
SDF4,True
SDHA,True
SDHAF1,True
SDHAF2,True
SDHAP1,True
SDHAP2,True
SDHAP3,True
SDHB,True
SDHC,True
SDHD,True
SDK1,True
SDK2,True
SDPR,True
SDR16C5,True
SDR39U1,True
SDR42E1,True
SDR9C7,True
SDS,True
SDSL,True
SEBOX,True
SEC11A,True
SEC11C,True
SEC13,True
SEC14L1,True
SEC14L1P1,True
SEC14L2,True
SEC14L3,False
SEC14L4,True
SEC14L5,True
SEC14L6,True
SEC16A,True
SEC16B,True
SEC1P,True
SEC22A,True
SEC22B,True
SEC22C,True
SEC23A,True
SEC23B,True
SEC23IP,True
SEC24A,True
SEC24B,True
SEC24B-AS1,False
SEC24C,True
SEC24D,True
SEC31A,True
SEC31B,True
SEC61A1,True
SEC61A2,True
SEC61B,True
SEC61G,True
SEC62,True
SEC63,True
SECISBP2,True
SECISBP2L,True
SECTM1,True
SEH1L,True
SEL1L,True
SEL1L2,True
SEL1L3,True
SELE,False
SELENBP1,True
SELK,True
SELL,True
SELM,True
SELO,True
SELP,False
SELPLG,True
SELRC1,True
SELT,True
SELV,True
SEMA3A,True
SEMA3B,True
SEMA3C,True
SEMA3D,True
SEMA3E,True
SEMA3F,True
SEMA3G,True
SEMA4A,True
SEMA4B,True
SEMA4C,True
SEMA4D,True
SEMA4F,True
SEMA4G,True
SEMA5A,True
SEMA5B,True
SEMA6A,True
SEMA6B,True
SEMA6C,True
SEMA6D,True
SEMA7A,True
SEMG1,False
SEMG2,False
SENP1,False
SENP2,True
SENP3,True
SENP3-EIF4A1,True
SENP5,True
SENP6,True
SENP7,True
SENP8,False
SEPHS1,True
SEPHS2,True
SEPN1,True
SEPP1,True
SEPSECS,True
SEPT1,True
SEPT10,True
SEPT11,True
SEPT12,False
SEPT14,False
SEPT2,True
SEPT3,True
SEPT4,True
SEPT5-GP1BB,True
SEPT7,True
SEPT7P2,True
SEPT8,True
SEPT9,True
SEPW1,True
SERAC1,True
SERBP1,True
SERF1A,False
SERF2,True
SERF2-C15ORF63,True
SERGEF,True
SERHL,True
SERHL2,True
SERINC1,True
SERINC2,True
SERINC3,True
SERINC4,True
SERINC5,True
SERP1,True
SERP2,True
SERPINA1,True
SERPINA10,False
SERPINA11,False
SERPINA12,False
SERPINA13P,False
SERPINA3,True
SERPINA4,False
SERPINA5,True
SERPINA6,True
SERPINA9,False
SERPINB1,True
SERPINB10,False
SERPINB11,True
SERPINB12,True
SERPINB13,True
SERPINB2,True
SERPINB3,True
SERPINB4,True
SERPINB5,False
SERPINB6,True
SERPINB7,False
SERPINB8,True
SERPINB9,True
SERPINC1,True
SERPIND1,True
SERPINE1,True
SERPINE2,True
SERPINE3,True
SERPINF1,True
SERPINF2,False
SERPING1,True
SERPINH1,True
SERPINI1,True
SERPINI2,False
SERTAD1,True
SERTAD2,True
SERTAD3,True
SERTAD4,True
SERTAD4-AS1,True
SERTM1,True
SESN1,True
SESN2,True
SESN3,True
SESTD1,True
SET,True
SETBP1,True
SETD1A,True
SETD1B,True
SETD2,True
SETD3,True
SETD4,True
SETD5,True
SETD5-AS1,True
SETD6,True
SETD7,True
SETD8,True
SETD9,True
SETDB1,True
SETDB2,True
SETMAR,True
SETX,True
SEZ6,True
SEZ6L,True
SEZ6L2,True
SF1,True
SF3A1,True
SF3A2,True
SF3A3,True
SF3B1,True
SF3B14,True
SF3B2,True
SF3B3,True
SF3B4,True
SF3B5,True
SFI1,True
SFMBT1,True
SFMBT2,True
SFN,True
SFPQ,True
SFR1,True
SFRP1,True
SFRP2,True
SFRP4,True
SFRP5,True
SFSWAP,True
SFT2D1,True
SFT2D2,True
SFT2D3,True
SFTA1P,True
SFTA2,True
SFTA3,False
SFTPA1,True
SFTPA2,True
SFTPB,True
SFTPC,True
SFTPD,False
SFXN1,True
SFXN2,True
SFXN3,True
SFXN4,True
SFXN5,True
SGCA,True
SGCB,True
SGCD,True
SGCE,True
SGCG,True
SGCZ,True
SGIP1,True
SGK1,True
SGK110,True
SGK196,True
SGK2,True
SGK223,True
SGK3,True
SGK494,True
SGMS1,True
SGMS2,True
SGOL1,True
SGOL1-AS1,False
SGOL2,True
SGPL1,True
SGPP1,True
SGPP2,False
SGSH,True
SGSM1,True
SGSM2,True
SGSM3,True
SGTA,True
SGTB,True
SH2B1,True
SH2B2,True
SH2B3,True
SH2D1B,False
SH2D2A,True
SH2D3A,True
SH2D3C,True
SH2D4A,True
SH2D4B,True
SH2D5,True
SH2D6,True
SH2D7,True
SH3BGR,True
SH3BGRL2,True
SH3BGRL3,True
SH3BP1,True
SH3BP2,True
SH3BP4,True
SH3BP5,True
SH3BP5-AS1,True
SH3BP5L,True
SH3D19,True
SH3D21,True
SH3GL1,True
SH3GL1P1,True
SH3GL1P2,True
SH3GL2,True
SH3GL3,True
SH3GLB1,True
SH3GLB2,True
SH3PXD2A,True
SH3PXD2B,True
SH3RF1,True
SH3RF2,True
SH3RF3,True
SH3RF3-AS1,True
SH3TC1,True
SH3TC2,True
SH3YL1,True
SHANK1,True
SHANK2,True
SHANK2-AS1,True
SHANK2-AS3,True
SHANK3,True
SHARPIN,True
SHB,True
SHBG,True
SHC1,True
SHC2,True
SHC3,True
SHC4,True
SHCBP1,True
SHCBP1L,True
SHD,False
SHE,True
SHF,True
SHFM1,True
SHH,True
SHISA2,True
SHISA3,True
SHISA4,True
SHISA5,True
SHISA6,True
SHISA7,True
SHISA8,True
SHISA9,True
SHKBP1,True
SHMT1,True
SHMT2,True
SHOC2,True
SHOX2,True
SHPK,True
SHPRH,True
SHQ1,True
SHROOM1,True
SHROOM3,True
SI,False
SIAE,False
SIAH1,True
SIAH2,True
SIAH3,True
SIDT1,True
SIDT2,True
SIGIRR,True
SIGLEC1,True
SIGLEC10,True
SIGLEC11,False
SIGLEC12,False
SIGLEC14,False
SIGLEC15,True
SIGLEC16,False
SIGLEC17P,True
SIGLEC5,False
SIGLEC6,False
SIGLEC7,False
SIGLEC8,False
SIGLEC9,True
SIGLECL1,True
SIGMAR1,True
SIK1,True
SIK2,True
SIK3,True
SIKE1,True
SIL1,True
SIM1,True
SIM2,True
SIMC1,True
SIN3A,True
SIN3B,True
SIPA1,True
SIPA1L1,False
SIPA1L2,False
SIPA1L3,True
SIRPA,True
SIRPB1,False
SIRPB2,False
SIRPD,False
SIRPG,False
SIRT1,True
SIRT2,True
SIRT3,True
SIRT4,True
SIRT5,True
SIRT6,True
SIRT7,True
SIT1,True
SIVA1,True
SIX1,True
SIX2,True
SIX3,True
SIX4,True
SIX5,True
SIX6,True
SKA1,True
SKA2,True
SKA3,True
SKAP1,False
SKAP2,True
SKI,True
SKIDA1,True
SKIL,True
SKINTL,False
SKIV2L,True
SKIV2L2,True
SKOR1,True
SKP1,True
SKP1P2,False
SKP2,True
SLA,True
SLA2,False
SLAIN1,True
SLAIN2,True
SLAMF1,False
SLAMF6,False
SLAMF7,False
SLAMF8,True
SLAMF9,True
SLBP,True
SLC10A1,False
SLC10A2,False
SLC10A4,True
SLC10A5,True
SLC10A6,True
SLC10A7,True
SLC11A1,True
SLC11A2,True
SLC12A1,False
SLC12A2,True
SLC12A3,True
SLC12A4,True
SLC12A5,True
SLC12A6,True
SLC12A7,True
SLC12A8,True
SLC12A9,True
SLC13A1,False
SLC13A2,False
SLC13A3,True
SLC13A4,True
SLC13A5,True
SLC14A1,True
SLC14A2,True
SLC15A1,True
SLC15A2,False
SLC15A3,True
SLC15A4,True
SLC15A5,False
SLC16A1,True
SLC16A10,True
SLC16A11,True
SLC16A12,True
SLC16A13,True
SLC16A14,True
SLC16A3,True
SLC16A4,True
SLC16A5,True
SLC16A6,False
SLC16A7,True
SLC16A8,True
SLC16A9,True
SLC17A1,False
SLC17A2,False
SLC17A3,False
SLC17A4,False
SLC17A5,True
SLC17A6,True
SLC17A7,True
SLC17A8,False
SLC17A9,True
SLC18A1,True
SLC18A2,True
SLC18A3,True
SLC18B1,True
SLC19A1,True
SLC19A2,True
SLC19A3,True
SLC1A1,True
SLC1A2,True
SLC1A3,True
SLC1A4,True
SLC1A5,True
SLC1A6,False
SLC1A7,True
SLC20A1,True
SLC20A2,True
SLC22A1,False
SLC22A10,False
SLC22A11,True
SLC22A12,False
SLC22A13,True
SLC22A14,False
SLC22A15,True
SLC22A16,True
SLC22A17,True
SLC22A18,True
SLC22A18AS,True
SLC22A2,False
SLC22A20,True
SLC22A23,True
SLC22A24,True
SLC22A25,False
SLC22A3,True
SLC22A31,True
SLC22A4,True
SLC22A5,True
SLC22A6,True
SLC22A7,True
SLC22A8,False
SLC22A9,False
SLC23A1,True
SLC23A2,False
SLC23A3,True
SLC24A1,False
SLC24A2,False
SLC24A3,True
SLC24A4,True
SLC24A5,False
SLC24A6,True
SLC25A1,True
SLC25A10,True
SLC25A11,True
SLC25A12,True
SLC25A13,True
SLC25A15,True
SLC25A16,True
SLC25A17,True
SLC25A18,True
SLC25A19,True
SLC25A2,False
SLC25A20,True
SLC25A21,True
SLC25A22,True
SLC25A23,True
SLC25A24,True
SLC25A25,True
SLC25A26,True
SLC25A27,True
SLC25A28,True
SLC25A29,True
SLC25A3,True
SLC25A30,True
SLC25A31,True
SLC25A32,True
SLC25A33,True
SLC25A34,True
SLC25A35,True
SLC25A36,True
SLC25A37,True
SLC25A38,True
SLC25A39,True
SLC25A3P1,True
SLC25A4,True
SLC25A40,True
SLC25A41,False
SLC25A42,True
SLC25A44,True
SLC25A45,True
SLC25A46,True
SLC25A47,True
SLC25A48,True
SLC25A51,True
SLC25A51P1,False
SLC25A52,False
SLC26A1,True
SLC26A10,True
SLC26A11,True
SLC26A2,True
